springAngle[degree], load[N]
141, 42.1442
141, 42.4955
143, 42.75
144, 43.0059
144, 43.3957
145, 43.5072
146, 43.7984
147, 44.1042
148, 44.102
149, 44.3652
150, 44.8985
151, 45.24
152, 45.6101
153, 45.7886
154, 46.3179
155, 46.5306
156, 46.8004
157, 47.015
158, 47.14
159, 47.634
160, 47.7503
161, 47.9873
162, 48.1929
163, 48.6407
164, 48.4013
165, 48.5931
166, 48.6298
167, 49.0681
168, 49.5193
169, 49.4753
170, 49.8333
171, 49.6771
172, 49.9285
173, 50.1544
174, 50.3415
175, 50.4526
176, 50.4502
177, 50.7662
178, 50.7539
179, 50.8664
180, 51.2062
181, 51.2036
182, 51.4672
183, 51.3852
184, 51.7074
185, 51.8338
186, 51.8114
187, 52.0906
188, 52.1043
189, 52.3374
190, 52.394
191, 52.3896
192, 52.6466
193, 52.6845
194, 52.5698
195, 52.9445
196, 53.0577
197, 53.2256
198, 53.2269
199, 53.4376
200, 53.1922
201, 53.5854
202, 53.4527
203, 53.7224
204, 54.0035
205, 54.0633
206, 54.2438
207, 54.3796
208, 54.4048
209, 54.6741
210, 54.7513
211, 54.9547
212, 55.1116
213, 55.1237
214, 55.4562
215, 55.5513
216, 55.8139
217, 55.9532
218, 56.0182
219, 56.4027
220, 56.4732
221, 56.8135
222, 57.0159
223, 57.1918
224, 57.5149
225, 57.6607
226, 58.09
227, 58.2604
228, 58.5156
229, 58.8472
230, 58.8794
231, 59.417
232, 59.656
233, 59.9943
234, 60.3545
235, 60.3433
236, 60.9644
237, 61.2495
238, 61.6127
239, 61.97
240, 61.9215
241, 62.4479
242, 62.8332
243, 63.082
244, 63.4959
245, 63.3501
246, 63.8579
247, 64.4677
248, 64.3412
249, 64.72
250, 64.5717
251, 64.9265
252, 65.5875
253, 65.5501
254, 65.8088
255, 65.7212
256, 66.1098
257, 66.2896
258, 66.3363
259, 66.7285
260, 66.7593
261, 67.2194
262, 67.271
263, 67.6308
264, 67.7034
265, 67.9297
266, 67.8931
267, 68.1077
268, 68.218
269, 68.254
270, 68.4046
271, 68.5314
272, 68.7521
273, 67.8872
274, 69.2618
275, 69.4206
276, 68.9987
277, 69.695
278, 69.7059
279, 69.8473
280, 69.7533
281, 70.1801
282, 70.1413
282, 70.5311
284, 70.3748
285, 70.689
286, 70.9341
287, 71.0524
287, 70.4236
289, 71.0486
290, 70.9274
291, 71.654
292, 71.6375
293, 72.0981
294, 72.5053
295, 72.5266
295, 72.5856
297, 72.7515
298, 73.0477
299, 73.2143
298, 72.157
297, 71.3227
296, 71.0981
295, 70.908
294, 70.7817
293, 70.6509
292, 70.5145
291, 70.4101
290, 70.2742
289, 71.2528
288, 71.0582
287, 70.4819
286, 70.1709
285, 69.8875
284, 69.7535
283, 69.6181
282, 69.4886
281, 69.4009
280, 69.266
279, 69.2032
278, 69.1198
277, 69.1963
276, 69.1553
275, 69.2371
274, 69.1963
273, 69.1182
272, 69.0069
271, 68.868
270, 68.6156
269, 68.4718
268, 68.3968
267, 68.362
266, 68.4705
265, 68.5338
264, 68.5421
263, 68.4083
262, 68.2305
261, 68.0283
260, 67.8683
259, 67.7731
258, 67.7355
257, 67.7172
256, 67.7656
255, 67.6455
254, 67.5114
253, 67.3862
252, 67.2826
251, 67.1935
250, 67.0753
249, 66.9192
248, 66.7944
247, 66.7132
246, 66.6369
245, 66.522
244, 66.3135
243, 66.2035
242, 66.1197
241, 65.9362
240, 65.773
239, 65.5893
238, 65.369
237, 65.0378
236, 64.886
235, 64.6469
234, 64.2614
233, 64.1166
232, 63.8062
231, 63.4681
230, 63.2553
230, 62.9582
228, 62.6781
227, 62.4279
226, 62.1494
225, 61.8139
224, 61.661
223, 61.3176
223, 61.0807
221, 60.948
221, 60.6747
219, 60.3839
219, 60.1309
217, 59.9945
217, 59.7313
215, 59.5811
215, 59.3543
213, 59.277
212, 59.0555
212, 58.8434
210, 58.7183
210, 58.5456
208, 58.4413
207, 58.3182
206, 58.106
206, 58.0024
205, 57.8465
204, 57.7285
203, 57.5961
202, 57.4878
200, 57.385
199, 57.2216
198, 57.1023
197, 56.9815
197, 56.8616
195, 56.7642
195, 56.647
193, 56.5721
192, 56.4113
191, 56.2901
190, 56.1867
189, 56.0713
188, 55.9587
187, 55.8499
186, 55.738
185, 55.6473
185, 55.5166
183, 55.4253
182, 55.2836
182, 55.1757
181, 55.0439
179, 54.9076
179, 54.7912
177, 54.652
176, 54.5255
175, 54.3928
174, 54.244
173, 54.093
172, 53.9243
171, 53.7714
170, 53.6127
170, 53.4255
168, 53.2508
167, 53.0684
167, 52.9059
165, 52.6622
164, 52.4161
164, 52.2068
162, 51.9662
162, 51.717
161, 51.4314
159, 51.1343
159, 50.8728
158, 50.5531
157, 50.3152
156, 49.9476
155, 49.739
154, 49.3127
153, 48.9862
152, 48.7547
151, 48.3556
150, 48.1178
149, 47.758
148, 47.4002
147, 47.1799
145, 46.7788
145, 46.5837
144, 46.2357
143, 45.9197
142, 45.7237
141, 45.403
140, 45.175
139, 44.9295
138, 44.6392
137, 44.4464
136, 44.2199
134, 44.0735
134, 43.8379
133, 43.6926
132, 43.4555
130, 43.2941
130, 43.1195
129, 42.9422
127, 42.8326
126, 42.6484
126, 42.4603
125, 42.3096
124, 42.1651
123, 42.0627
121, 41.8746
121, 41.7226
120, 41.5961
118, 41.4595
118, 41.36
117, 41.1923
115, 41.0634
114, 40.9375
113, 40.7935
112, 40.6546
112, 40.5414
110, 40.4198
109, 40.3235
109, 40.1711
108, 40.0581
106, 39.9107
106, 39.7521
105, 39.6652
103, 39.496
103, 39.3624
101, 39.2114
100, 39.0752
99, 38.9221
98, 38.7539
98, 38.618
97, 38.457
96, 38.2957
95, 38.136
94, 37.9557
93, 37.7909
92, 37.5795
90, 37.434
90, 37.1782
89, 36.9392
88, 36.773
87, 36.532
86, 36.3169
85, 36.0562
84, 35.8116
83, 35.5552
82, 35.2907
81, 35.0654
79, 34.7054
79, 34.3929
78, 34.152
77, 33.7842
75, 33.5364
75, 33.1418
74, 32.8053
73, 32.4144
72, 32.0993
71, 31.7439
70, 31.4533
69, 31.0644
68, 31.0599
67, 30.4327
66, 30.2498
65, 29.8187
64, 29.5699
63, 29.2679
62, 28.9742
61, 28.7339
60, 28.453
59, 28.2092
58, 28.1062
57, 27.7885
56, 27.6391
55, 27.3836
54, 27.181
53, 26.9954
52, 26.7814
51, 26.6766
50, 26.4689
49, 26.2819
48, 26.1806
47, 26.0377
46, 25.8158
45, 25.6293
44, 25.5458
43, 25.3806
42, 25.2881
41, 25.0803
40, 24.9429
39, 24.8727
38, 24.7013
37, 24.536
36, 24.468
35, 24.2779
34, 24.316
33, 24.117
32, 24.0631
31, 23.8432
30, 23.7581
29, 23.6321
28, 23.4306
27, 23.354
26, 23.1948
25, 23.0339
24, 23.0309
23, 22.8183
22, 22.7743
20, 22.565
20, 22.3734
18, 22.3376
18, 21.9217
17, 21.8775
16, 21.783
15, 21.6857
14, 21.5118
13, 21.2412
12, 20.7292
11, 20.6962
10, 20.2378
9, 20.0812
8, 19.2591
7, 18.6712
6, 17.1197
5, 15.644
4, 13.0013
3, 9.73524
3, 9.50814
3, 7.70262
2, 5.90638
2, 6.23748
2, 6.52938
2, 6.61171
2, 5.89152
2, 5.26519
2, 5.6329
3, 8.98124
4, 13.8272
5, 16.1908
6, 17.5727
7, 18.7504
8, 19.2282
9, 19.4739
10, 19.6225
10, 19.879
12, 20.005
13, 20.2216
13, 20.357
15, 20.5686
16, 20.7269
17, 20.846
18, 21.0332
19, 21.1764
20, 21.2917
21, 21.4356
22, 21.556
23, 21.678
24, 21.8395
25, 21.9481
26, 22.052
27, 22.1827
27, 22.3045
29, 22.444
29, 22.5353
31, 22.672
32, 22.7831
33, 22.938
34, 23.0418
35, 23.0426
36, 23.2345
37, 23.3736
38, 23.5172
38, 23.6079
40, 23.6869
41, 23.8133
41, 23.9557
43, 24.0919
43, 24.2137
45, 24.293
45, 24.451
47, 24.5963
48, 24.734
48, 24.8821
50, 25.0305
51, 25.2046
52, 25.3747
52, 25.5196
54, 25.6691
55, 25.8215
56, 26.0478
57, 26.2357
58, 26.4413
58, 26.6377
60, 26.834
61, 27.0774
61, 27.3063
62, 27.5183
64, 27.8261
65, 28.065
66, 28.3543
66, 28.6191
68, 28.9189
69, 29.241
70, 29.4991
71, 29.8622
72, 30.1672
73, 30.5039
74, 30.8795
74, 31.1327
76, 31.4616
76, 31.6938
78, 32.0795
79, 32.2987
80, 32.6039
80, 32.829
82, 33.0177
82, 33.365
84, 33.5476
84, 33.8992
85, 34.0846
87, 34.2546
88, 34.5703
89, 34.721
90, 34.9346
91, 35.1267
91, 35.2799
93, 35.4654
94, 35.5775
94, 35.7749
96, 35.9795
96, 36.1377
97, 36.255
99, 36.4099
100, 36.5989
100, 36.7343
102, 36.8141
103, 37.0056
104, 37.138
105, 37.2663
106, 37.3891
107, 37.5215
108, 37.6403
109, 37.754
109, 37.8752
110, 37.9548
111, 38.0914
112, 38.2256
114, 38.322
114, 38.5032
115, 38.5813
116, 38.705
117, 38.8198
118, 38.9218
119, 39.0691
120, 39.1964
122, 39.308
123, 39.4594
123, 39.5933
125, 39.7561
125, 39.8669
127, 40.0058
127, 40.19
129, 40.2975
129, 40.4932
130, 40.5795
131, 40.7683
132, 40.9477
133, 41.0926
134, 41.3176
136, 41.456
136, 41.733
138, 41.8475
139, 42.1772
139, 42.3902
141, 42.6198
141, 42.8401
142, 43.022
144, 43.393
145, 43.6462
145, 43.889
146, 44.2202
147, 44.4366
148, 44.8126
149, 45.0444
150, 45.3879
152, 45.7406
152, 46.081
153, 46.3167
154, 46.665
155, 46.9646
157, 47.26
157, 47.5552
158, 47.8756
159, 48.1769
160, 48.4318
162, 48.6526
162, 49.0071
163, 49.2406
165, 49.4271
165, 49.6969
166, 49.9506
167, 49.9977
168, 50.2416
169, 50.5042
170, 50.6753
171, 50.7408
172, 50.9613
173, 51.0396
174, 51.1112
175, 51.1763
176, 51.5527
177, 51.7089
178, 51.8613
179, 51.891
180, 51.8898
181, 52.1595
182, 52.3386
183, 52.4559
184, 52.4781
185, 52.5008
186, 52.55
187, 52.7318
189, 53.1003
189, 53.1325
190, 53.2045
191, 53.2102
192, 53.2523
193, 53.3234
194, 53.5185
195, 53.7037
196, 53.7856
197, 53.8464
198, 53.8924
199, 53.9924
200, 54.0919
201, 54.4179
202, 54.694
203, 54.8563
204, 54.9671
205, 54.7797
206, 54.8906
207, 55.247
208, 55.4315
209, 55.6308
210, 55.4404
211, 55.7609
212, 56.0427
213, 56.2362
214, 56.3959
215, 56.5813
216, 56.7419
217, 56.9204
218, 57.064
219, 57.2986
220, 57.5141
221, 57.701
222, 57.9334
223, 58.115
224, 58.3805
225, 58.6283
226, 58.8837
227, 59.1801
228, 59.3934
229, 59.6945
230, 59.9712
231, 60.2656
232, 60.587
233, 60.8621
234, 61.231
235, 61.5237
236, 61.8067
237, 62.1148
238, 62.3947
239, 62.74
240, 63.0298
241, 63.3309
242, 63.6101
243, 63.8502
244, 64.1119
245, 64.3352
246, 64.5861
247, 64.7897
248, 65.0111
249, 65.2577
250, 65.4218
251, 65.6569
252, 65.8517
253, 66.0406
254, 66.2372
255, 66.3869
256, 66.6065
257, 66.7646
258, 66.9366
259, 67.0951
260, 67.2202
261, 67.4019
262, 67.5331
263, 67.6899
264, 67.8214
265, 67.9425
266, 68.0922
267, 68.2083
268, 68.3596
269, 68.474
270, 68.5997
271, 68.731
272, 68.8519
273, 68.9997
274, 69.1579
275, 69.2854
276, 69.4041
277, 69.4655
278, 69.608
279, 69.7717
280, 69.891
281, 70.0219
282, 70.1194
283, 70.3111
284, 70.4229
285, 70.5603
286, 70.6995
287, 70.8253
288, 71.0244
289, 71.1453
290, 71.2797
291, 71.3824
292, 71.6125
293, 71.81
294, 71.8293
295, 72.1681
296, 72.3472
296, 72.2572
298, 72.6049
298, 72.8972
298, 72.6107
297, 72.0585
296, 71.821
295, 71.5718
294, 71.3707
293, 71.1735
292, 70.9702
291, 70.8285
290, 70.6587
289, 70.5353
288, 70.3828
287, 70.2268
286, 70.1443
285, 70.05
284, 69.9572
283, 69.8316
282, 69.7252
281, 70.3206
280, 70.3961
279, 70.2986
278, 70.155
277, 70.0258
276, 69.8883
275, 69.6888
274, 69.6135
273, 69.4947
272, 69.3968
271, 69.3132
270, 69.2317
269, 69.1315
268, 69.0731
267, 68.9825
266, 68.8941
265, 68.8021
264, 68.7408
263, 68.667
262, 68.6032
261, 68.5353
260, 68.4699
259, 68.4146
258, 68.2923
257, 68.2279
256, 68.1555
255, 68.1186
254, 68.0414
253, 67.9621
252, 67.879
251, 67.7897
250, 67.7349
249, 67.6545
248, 67.5263
247, 67.3535
246, 67.2006
245, 67.096
244, 66.9021
243, 66.6397
242, 66.4963
241, 66.3562
240, 66.1209
239, 65.8272
238, 65.6621
237, 65.4155
236, 65.0921
235, 64.923
234, 64.6055
233, 64.2944
232, 64.0937
231, 63.7247
230, 63.463
229, 63.1984
228, 62.8993
227, 62.6207
227, 62.3345
225, 62.1003
224, 61.8031
223, 61.5033
223, 61.266
221, 61.0217
220, 60.8165
220, 60.5257
218, 60.3066
217, 60.1447
217, 59.9324
215, 59.741
215, 59.5194
214, 59.3603
212, 59.2539
212, 59.0331
210, 58.882
210, 58.7095
209, 58.5151
207, 58.3904
206, 58.2662
206, 58.1416
regression coefficients_displacement_force for polynomial of 1 degree:
16.4357	0.195054	
regression coefficients_displacement_force for polynomial of 1 degree:
-80.5932	5.04923	
