springAngle[degree], load[N]
1, 0.481
1, 0.221476
1, 0.269
1, 0.341286
1, 0.294619
1, 0.312238
1, 0.259095
1, 0.321143
1, 0.317429
1, 0.365524
1, 0.381905
6, 2.40986
7, 3.15267
8, 3.20857
10, 2.62967
10, 1.99862
11, 2.9321
12, 2.76476
13, 3.21171
14, 3.13019
15, 2.9881
17, 3.35452
17, 3.42714
18, 3.66776
19, 3.48381
20, 3.29871
21, 3.74662
22, 3.57186
23, 4.00424
25, 3.80376
25, 3.92276
26, 4.12176
27, 3.97676
28, 4.3179
29, 4.22567
30, 4.18167
31, 4.47538
33, 4.36176
33, 4.81105
34, 5.11462
35, 4.99381
36, 5.06362
37, 4.9679
37, 5.41305
39, 4.95295
41, 5.55819
41, 5.04671
43, 5.65624
43, 5.51948
44, 5.96005
45, 6.3561
47, 6.27095
47, 6.45214
49, 6.53748
49, 5.94238
50, 6.5601
51, 7.20505
52, 6.99081
53, 7.69014
54, 7.65986
55, 8.06338
56, 8.14657
57, 8.15686
58, 8.5039
59, 8.51514
60, 8.83367
61, 8.78176
61, 9.13638
63, 9.2881
64, 9.45181
65, 9.93567
66, 9.88505
67, 10.3099
67, 10.5412
69, 10.5277
70, 11.2916
70, 11.3259
72, 11.718
73, 11.8345
74, 11.8561
75, 12.7637
76, 12.6933
76, 13.4131
78, 13.2393
79, 13.3195
80, 14.0304
81, 13.9815
82, 14.6439
83, 14.6196
84, 15.2137
85, 15.247
86, 15.2043
87, 15.641
88, 15.666
89, 16.1031
90, 16.2677
91, 16.152
92, 16.7166
93, 16.5964
94, 17.1781
95, 17.0416
96, 17.0977
97, 17.4264
98, 17.4818
99, 17.8344
100, 17.807
101, 17.9421
102, 18.1361
103, 18.1793
104, 18.3725
104, 18.4756
106, 18.6065
107, 18.7297
108, 18.8112
109, 19.0584
110, 19.0634
111, 19.408
112, 19.4166
113, 19.4387
114, 19.7671
115, 19.8853
116, 19.8395
117, 20.0401
118, 20.1034
118, 20.4637
120, 20.3688
121, 20.5724
122, 20.5232
123, 20.6876
123, 20.7654
125, 20.9301
126, 21.1611
127, 21.255
128, 21.4477
129, 21.6095
130, 21.7008
131, 21.8843
132, 22.0149
133, 22.2175
134, 22.3756
135, 22.4741
136, 22.6865
137, 22.9265
138, 23.1659
139, 23.3037
140, 23.6493
141, 23.7778
142, 23.9966
143, 24.2735
144, 24.5066
145, 24.828
146, 25.1063
147, 25.4064
148, 25.6433
149, 25.9297
150, 26.401
151, 26.6476
152, 26.8263
153, 27.2705
154, 27.5853
155, 27.9513
155, 28.1387
156, 28.4768
157, 28.7919
159, 29.129
159, 29.4478
160, 29.6615
162, 30.0719
163, 30.2824
163, 30.4495
165, 30.772
166, 30.9213
167, 31.2951
168, 31.4511
169, 31.577
170, 31.9041
171, 32.0042
172, 32.247
173, 32.3864
174, 32.5617
175, 32.7552
176, 32.9068
177, 33.0981
178, 33.2137
179, 33.3336
180, 33.5094
181, 33.6406
182, 33.8046
183, 33.898
183, 34.0016
184, 34.0656
185, 34.2179
186, 34.4763
187, 34.4885
189, 34.6015
189, 34.859
190, 34.8393
191, 34.9843
192, 35.105
194, 35.1626
194, 35.2856
195, 35.531
196, 35.6125
197, 35.6927
198, 35.8335
199, 35.9763
200, 36.0856
201, 36.2583
202, 36.3484
203, 36.459
204, 36.6272
206, 36.767
206, 36.9194
208, 37.0673
209, 37.1467
209, 37.3999
211, 37.485
212, 37.7052
213, 37.9091
214, 38.0306
214, 38.3552
216, 38.6286
216, 38.7968
218, 38.9619
218, 39.2931
220, 39.4165
220, 39.7567
222, 39.9174
222, 40.1715
223, 40.5069
225, 40.7092
225, 41.222
226, 41.31
227, 41.628
228, 41.8825
229, 42.253
230, 42.4792
231, 42.9369
232, 43.1664
233, 43.4773
234, 43.8048
235, 44.0471
236, 44.3716
237, 44.614
239, 44.9119
239, 45.2361
240, 45.4128
241, 45.7979
243, 45.8856
243, 46.1707
244, 46.4581
245, 46.6343
246, 46.8889
247, 47.0381
248, 47.2551
249, 47.546
250, 47.5985
252, 47.8586
252, 47.8757
253, 48.2567
254, 48.2899
255, 48.4011
256, 48.6533
258, 48.6794
259, 49.1025
259, 49.3338
260, 49.133
261, 49.3302
262, 49.3612
263, 49.553
264, 49.6559
265, 49.7712
266, 49.9555
267, 49.9991
268, 50.126
269, 50.2057
270, 50.4888
271, 50.4623
273, 50.6558
273, 51.1227
274, 50.8783
275, 51.0495
277, 51.6255
277, 51.2472
278, 51.4355
279, 51.4518
280, 51.725
281, 51.8424
283, 51.9483
283, 52.6556
284, 52.1084
285, 52.396
286, 52.3348
287, 52.411
288, 53.5314
289, 52.7121
290, 53.0749
291, 53.2046
292, 53.3695
293, 53.8976
295, 53.7929
295, 54.4381
296, 54.9386
297, 54.4277
298, 54.9032
299, 54.8464
298, 54.9826
297, 54.5674
296, 54.5965
295, 54.7582
294, 54.3122
294, 54.054
292, 53.8881
292, 53.7244
290, 53.5864
289, 53.5476
289, 53.3883
287, 53.2187
287, 53.0496
285, 52.9835
285, 52.8107
284, 52.7579
282, 52.5366
281, 52.4492
280, 52.2546
279, 52.2028
278, 52.1671
277, 51.9904
277, 51.9557
275, 51.773
275, 51.7106
273, 51.6649
273, 51.5065
271, 51.4482
270, 51.2815
269, 51.2224
269, 51.0033
267, 51.0323
267, 50.94
265, 50.8263
264, 50.7238
263, 50.5393
263, 50.4815
261, 50.4275
261, 50.1952
259, 50.1842
258, 49.9932
257, 49.9492
256, 49.8416
255, 49.6237
255, 49.5576
253, 49.4361
253, 49.315
251, 49.1878
251, 48.9745
249, 48.8689
248, 48.8135
247, 48.5115
246, 48.3073
246, 48.0306
244, 47.9517
244, 47.6432
243, 47.4981
242, 47.2278
241, 47.0879
240, 46.8665
239, 46.5865
238, 46.3611
237, 45.9804
236, 45.8284
235, 45.4873
234, 45.2179
233, 44.912
232, 44.668
231, 44.3527
230, 43.9748
229, 43.6774
228, 43.4252
227, 43.1007
226, 42.8415
225, 42.5041
224, 42.274
223, 42.0002
222, 41.7271
221, 41.409
220, 41.3663
219, 40.949
218, 40.7195
217, 40.5425
216, 40.3564
215, 39.9072
214, 39.9372
213, 39.735
212, 39.4558
211, 39.2857
210, 39.1693
209, 39.023
208, 38.9074
207, 38.61
regression coefficients_displacement_force for polynomial of 1 degree:
-1.66317	0.193933	
regression coefficients_displacement_force for polynomial of 1 degree:
9.33331	5.13037	
