springAngle[degree], load[N]
104, 56.713
104, 56.6419
102, 56.5529
101, 56.4312
100, 56.4616
100, 56.4219
98, 56.4288
98, 56.3832
97, 56.3667
95, 56.319
94, 56.268
94, 56.1584
93, 56.0288
91, 55.8641
90, 55.7385
90, 55.5769
88, 55.3709
88, 55.2266
86, 55.0426
86, 54.901
84, 54.722
84, 54.5023
83, 54.36
82, 54.1188
81, 53.9546
80, 53.69
78, 53.5073
77, 53.2183
77, 52.9227
76, 52.7288
74, 52.4308
74, 52.2027
73, 51.8988
72, 51.5961
71, 51.3795
70, 51.1212
69, 50.8096
68, 50.4642
67, 50.159
66, 50.0741
65, 49.8115
64, 49.5663
63, 49.3278
62, 49.0517
60, 48.8785
60, 48.639
58, 48.4824
58, 48.2648
56, 48.071
56, 47.9246
54, 47.7176
54, 47.5744
53, 47.3976
52, 47.2857
51, 47.1124
50, 46.9573
49, 46.8378
48, 46.6831
47, 46.5658
45, 46.4055
44, 46.2688
44, 46.1642
43, 46.0234
42, 45.9117
41, 45.7782
40, 45.641
39, 45.5497
38, 45.4122
37, 45.3075
36, 45.1826
35, 45.0539
34, 44.9601
33, 44.813
32, 44.7169
31, 44.5844
30, 44.4601
29, 44.3621
28, 44.2266
26, 44.1264
26, 43.9953
25, 43.8997
24, 43.7645
23, 43.6104
22, 43.5048
20, 43.3519
20, 43.2303
18, 43.058
17, 42.8951
16, 42.768
16, 42.7519
14, 42.7259
13, 42.6534
13, 42.556
12, 42.5552
11, 42.5323
9, 42.5
9, 42.4335
8, 42.4299
7, 42.4162
5, 42.3861
5, 42.3426
4, 42.3361
3, 42.3224
1, 42.304
1, 42.2613
-7, 42.2449
-33, 30.7982
-33, 5.65333
-33, 4.94848
-33, 5.18976
-33, 7.45852
-2, 23.8584
3, 30.1045
4, 31.6726
5, 31.8393
6, 31.9375
7, 32.0445
7, 32.1026
9, 32.1876
10, 32.2739
11, 32.3477
12, 32.441
13, 32.4978
14, 32.586
15, 32.6739
16, 32.7317
16, 32.8004
18, 32.8498
19, 32.9042
20, 32.9361
20, 32.9594
21, 33.0063
23, 33.062
23, 33.1571
24, 33.247
25, 33.3127
27, 33.3855
27, 33.453
28, 33.5304
29, 33.5873
31, 33.6642
31, 33.7939
32, 33.8411
34, 33.9211
34, 34.012
35, 34.1121
36, 34.2242
37, 34.3303
38, 34.4805
39, 34.5484
40, 34.7076
41, 34.8045
43, 34.9298
44, 35.096
44, 35.292
46, 35.4562
46, 35.6767
48, 35.8209
48, 36.1532
49, 36.2941
50, 36.5423
52, 36.7921
52, 37.0306
53, 37.287
54, 37.497
55, 37.648
56, 37.8884
57, 38.0391
58, 38.3308
59, 38.4917
60, 38.7879
61, 38.9696
62, 39.3539
63, 39.5509
64, 39.7526
65, 40.0165
66, 40.1762
67, 40.3895
68, 40.6038
69, 40.7573
71, 40.9617
71, 41.1442
73, 41.3015
73, 41.6617
74, 42.0242
76, 42.2148
76, 42.4455
77, 42.6189
78, 42.7827
80, 42.8902
80, 43.0367
81, 43.1542
82, 43.2625
83, 43.307
84, 43.3423
85, 43.5318
86, 43.634
87, 43.7328
88, 43.7931
89, 43.8254
91, 44.0075
91, 44.1136
92, 44.2601
93, 44.2587
94, 44.3678
96, 44.515
96, 44.6071
97, 44.7097
98, 44.715
99, 44.8708
100, 45.0537
101, 45.1353
102, 45.1499
104, 45.2553
104, 45.4259
105, 45.5907
106, 45.5856
107, 45.6159
108, 45.8136
109, 45.7486
110, 45.724
111, 45.8265
112, 45.9013
113, 45.8674
114, 45.859
115, 45.9186
116, 46.0527
117, 46.3402
118, 46.616
119, 46.8033
120, 46.994
121, 47.115
122, 47.2879
123, 47.4312
124, 47.5704
125, 47.613
126, 47.944
127, 48.1864
128, 48.3792
129, 48.6318
130, 48.7704
131, 49.0087
132, 49.2228
133, 49.3589
134, 49.5287
135, 49.6389
136, 49.8103
137, 49.8513
138, 49.943
139, 50.004
140, 50.1142
141, 50.158
142, 50.205
143, 50.3974
144, 50.5987
145, 50.8463
146, 51.2061
147, 51.3975
148, 51.6847
149, 51.8653
150, 51.9527
151, 52.0811
152, 52.3133
153, 52.5695
154, 52.8248
155, 52.812
156, 52.9658
157, 53.0221
158, 53.0372
159, 53.133
160, 53.278
161, 53.251
162, 53.2797
163, 53.5048
164, 53.6911
165, 53.7589
166, 53.7887
167, 53.894
168, 54.1796
169, 54.2444
170, 54.3062
171, 54.4489
172, 54.5263
173, 54.686
174, 54.6931
175, 54.7999
176, 54.9303
177, 55.0896
178, 55.1967
179, 55.215
180, 55.3256
181, 55.4869
182, 55.631
183, 55.7535
184, 55.7552
185, 55.9215
186, 56.0146
187, 56.1619
188, 56.2552
189, 56.404
190, 56.5811
191, 56.7389
192, 56.8468
193, 57.0136
194, 57.1253
195, 57.295
196, 57.4584
197, 57.588
198, 57.7616
199, 57.8996
200, 58.0982
201, 58.2419
202, 58.4678
203, 58.6844
204, 58.8513
205, 59.1033
206, 59.2801
207, 59.5488
208, 59.8065
209, 60.0025
210, 60.2626
211, 60.4351
212, 60.6849
213, 60.933
214, 61.1055
215, 61.3636
216, 61.5288
217, 61.769
218, 61.9894
219, 62.1421
220, 62.3505
221, 62.4938
222, 62.6921
223, 62.8765
224, 63.0162
225, 63.1977
226, 63.3191
227, 63.51
228, 63.6831
229, 64.1772
230, 64.5023
231, 64.6668
232, 64.8914
233, 65.0042
234, 65.2032
235, 65.2637
236, 65.425
237, 65.5637
238, 65.6308
239, 65.8295
240, 65.9423
241, 66.0085
242, 66.1396
243, 66.1734
244, 66.3451
245, 66.4402
246, 66.5256
247, 66.6219
248, 66.6989
249, 66.8328
250, 66.9411
251, 67.009
252, 67.1252
253, 67.2118
254, 67.3317
255, 67.4019
256, 67.5337
257, 67.6219
258, 67.7768
259, 67.8754
259, 67.947
261, 68.1008
262, 68.2106
263, 68.308
263, 68.4167
265, 68.5269
266, 68.6638
266, 68.842
268, 68.9887
269, 69.1452
269, 69.2687
271, 69.4702
271, 69.6718
273, 69.8871
274, 70.137
274, 70.2478
276, 70.4787
276, 70.6667
278, 70.9083
278, 71.1943
280, 71.4298
280, 71.674
281, 71.9341
282, 72.1382
283, 72.3869
285, 72.5625
285, 72.6469
287, 72.8613
287, 73.1533
288, 73.409
289, 73.6173
290, 73.9223
292, 74.1069
292, 74.274
293, 74.5481
295, 74.7085
295, 74.8561
297, 75.0541
297, 75.057
299, 75.2733
297, 75.2503
297, 75.1221
296, 75.0352
295, 74.9194
294, 74.824
293, 74.7571
292, 74.6792
291, 74.6928
289, 74.6205
289, 74.5803
288, 74.531
287, 74.4669
286, 74.4205
285, 74.3623
284, 74.3233
283, 74.2686
282, 74.2169
281, 74.185
280, 74.1353
279, 74.099
278, 74.0518
277, 74.011
276, 73.9766
275, 73.9335
274, 73.9014
273, 73.8606
272, 73.8215
271, 73.7898
270, 73.752
269, 73.7241
268, 73.6842
267, 73.6475
266, 73.6225
265, 73.5938
264, 73.5629
263, 73.5285
262, 73.4894
261, 73.4517
260, 73.4078
259, 73.3804
258, 73.343
257, 73.3183
256, 73.2951
255, 73.2662
254, 73.2446
253, 73.2112
252, 73.1921
251, 73.1645
250, 73.1388
249, 73.1159
248, 73.09
247, 73.0715
246, 73.0372
245, 73.0041
244, 72.9848
243, 72.9592
242, 72.9358
241, 72.9028
240, 72.8764
239, 72.8526
238, 72.8238
237, 72.8025
236, 72.7827
235, 72.7639
234, 72.7428
233, 72.716
232, 72.6942
231, 72.6638
230, 72.6428
229, 72.6135
228, 72.5659
227, 72.5346
226, 72.493
225, 72.4643
224, 72.4245
223, 72.3892
222, 72.3611
221, 72.325
220, 72.296
219, 72.2563
218, 72.2131
217, 72.1774
216, 72.1349
215, 72.1009
214, 72.0472
213, 71.9922
212, 71.9489
211, 71.8911
210, 71.8445
209, 71.7788
208, 71.7157
207, 71.6562
206, 71.5802
205, 71.527
regression coefficients_displacement_force for polynomial of 1 degree:
30.8333	0.144637	
regression coefficients_displacement_force for polynomial of 1 degree:
-131.567	5.39323	
