springAngle[degree], load[N]
138, 57.3306
139, 57.9683
140, 58.0663
141, 58.4022
142, 58.7157
143, 58.8338
144, 59.22
145, 59.5924
146, 59.7654
147, 59.9077
148, 59.958
149, 60.4871
150, 60.777
151, 60.8709
151, 61.0175
153, 61.0982
154, 61.4566
155, 61.4805
156, 61.8288
157, 61.9418
158, 61.9273
159, 62.2513
159, 62.2871
161, 62.425
162, 62.6962
163, 62.863
164, 63.0236
165, 63.1044
166, 63.3599
166, 63.4121
168, 63.4864
169, 63.7197
170, 63.7431
171, 63.9945
172, 64.1079
173, 64.2586
174, 64.1727
175, 64.5131
176, 64.5075
177, 64.9193
178, 64.8492
179, 65.2514
180, 65.2851
181, 65.5384
182, 65.6435
183, 65.8594
184, 65.9884
185, 66.0433
186, 66.2668
187, 66.3651
188, 66.5623
189, 66.705
190, 66.8437
191, 67.0503
192, 67.19
193, 67.3941
194, 67.597
195, 67.7245
196, 67.9552
197, 68.0335
198, 68.3329
199, 68.5007
200, 68.6758
201, 68.9274
202, 69.1105
203, 69.3894
204, 69.6446
205, 69.8823
206, 70.2337
207, 70.4004
208, 70.7985
209, 70.4309
210, 71.604
211, 71.903
212, 72.1292
213, 72.6035
214, 72.8944
215, 73.1901
216, 73.5341
217, 73.6812
218, 74.113
219, 74.3511
220, 74.6681
221, 74.9586
222, 75.1966
223, 75.5332
224, 75.7121
225, 76.0438
226, 76.2612
227, 76.4651
228, 76.7462
229, 76.89
230, 77.2019
231, 77.3776
232, 77.566
233, 77.8309
234, 77.8915
235, 78.1691
236, 78.33
237, 78.4911
238, 78.696
239, 78.7751
240, 79.0431
241, 79.1674
242, 79.34
243, 79.5149
244, 79.5755
245, 79.8354
246, 79.9447
247, 80.1131
248, 80.2624
249, 80.366
250, 80.5746
251, 80.6863
252, 80.8593
253, 80.9977
254, 81.0916
255, 81.2843
256, 81.3603
257, 81.5468
258, 81.6592
259, 81.7687
260, 81.9508
261, 82.0261
262, 82.2268
263, 82.349
264, 82.4719
265, 82.6523
266, 82.761
267, 82.9827
268, 83.109
269, 83.2609
270, 83.4366
271, 83.5824
272, 83.816
273, 83.9396
274, 84.1053
275, 84.2997
276, 84.4055
277, 84.7169
278, 84.8634
279, 85.0846
280, 85.3404
281, 85.4866
282, 85.7845
283, 86.0277
284, 86.3025
285, 86.606
286, 86.7636
287, 87.1486
288, 87.441
289, 87.7613
290, 88.0089
291, 88.2278
292, 88.6532
293, 88.9496
294, 89.2473
295, 89.5756
296, 89.7796
297, 90.1474
298, 90.3745
299, 90.7529
298, 89.7252
297, 89.4606
296, 89.2642
295, 89.0709
294, 88.9415
293, 88.7581
292, 88.6006
291, 88.3946
290, 88.2375
289, 87.9988
288, 87.7406
287, 87.5733
286, 87.2995
285, 87.0982
284, 86.8474
283, 86.6481
282, 86.4805
281, 86.2113
280, 86.073
279, 85.8841
278, 85.6597
277, 85.5051
276, 85.3089
275, 85.1937
274, 85.1443
273, 85.1101
272, 84.9525
271, 84.7395
270, 84.6003
269, 84.4277
268, 84.2768
267, 84.1454
266, 83.9956
265, 83.8796
264, 83.755
263, 83.6818
262, 83.6527
261, 83.4806
260, 83.3635
259, 83.2255
258, 83.1531
257, 83.0881
256, 83.0069
255, 82.8839
254, 82.7286
253, 82.6222
252, 82.5225
251, 82.4526
250, 82.3655
249, 82.2463
248, 82.1275
247, 81.994
246, 81.8943
245, 81.864
244, 81.8216
243, 81.6964
242, 81.4535
241, 81.3301
240, 81.2903
239, 81.2824
239, 81.1203
237, 80.9499
236, 80.6949
235, 80.576
234, 80.563
233, 80.3904
232, 80.0773
231, 80.0323
230, 79.8955
229, 79.696
228, 79.4539
227, 79.3926
226, 79.178
225, 78.84
224, 78.7815
223, 78.5358
222, 78.1839
221, 78.0922
220, 77.8239
219, 77.5762
218, 77.3265
217, 76.9862
216, 76.7434
216, 76.4708
214, 76.2309
213, 75.932
212, 75.5896
212, 75.312
210, 74.9703
209, 74.7774
208, 74.461
208, 74.1601
206, 73.9205
205, 73.6204
205, 73.4085
204, 73.1149
202, 72.8629
201, 72.7013
201, 72.4216
200, 72.254
198, 72.0529
198, 71.8386
196, 71.6594
196, 71.4462
194, 71.3036
193, 71.0882
193, 70.891
192, 70.7438
191, 70.6057
189, 70.493
189, 70.306
188, 70.1537
186, 70.0194
185, 69.8908
184, 69.7537
184, 69.6235
183, 69.5098
181, 69.3783
180, 69.2504
180, 69.1425
178, 69.0071
177, 68.914
177, 68.7647
176, 68.6462
175, 68.5321
174, 68.424
173, 68.3107
172, 68.1893
171, 68.0676
169, 67.9663
168, 67.8405
167, 67.7561
167, 67.6149
166, 67.4782
165, 67.374
164, 67.2371
163, 67.1414
162, 66.9883
161, 66.8361
159, 66.7254
158, 66.5786
158, 66.4624
156, 66.3099
155, 66.1997
155, 66.0043
153, 65.8389
152, 65.6884
152, 65.5009
151, 65.3365
150, 65.1384
148, 64.9329
148, 64.7483
147, 64.5321
145, 64.3634
144, 64.1027
143, 63.8468
143, 63.6264
142, 63.3252
140, 63.1318
140, 62.8312
139, 62.5254
138, 62.2683
137, 61.9393
136, 61.696
135, 61.3191
134, 60.9446
133, 60.6809
132, 60.3484
131, 60.0712
130, 59.7174
129, 59.4429
128, 59.109
126, 58.789
126, 58.51
125, 58.2376
123, 57.9906
123, 57.7053
121, 57.4279
120, 57.225
119, 56.9482
119, 56.7898
117, 56.49
116, 56.2638
116, 56.1219
115, 55.9129
114, 55.7132
113, 55.5268
112, 55.3335
111, 55.171
110, 54.9639
109, 54.8677
107, 54.676
107, 54.5142
106, 54.3561
105, 54.2009
103, 54.0901
102, 53.9407
102, 53.7953
100, 53.6412
100, 53.4952
98, 53.3957
97, 53.2268
96, 53.1062
96, 52.9665
95, 52.8172
93, 52.6855
92, 52.5571
92, 52.4365
90, 52.281
90, 52.14
88, 52.0365
87, 51.878
87, 51.7417
86, 51.6068
85, 51.4632
84, 51.3377
83, 51.1793
81, 51.0333
80, 50.8617
80, 50.7312
79, 50.6028
78, 50.428
77, 50.2394
75, 50.0765
74, 49.9468
74, 49.7155
73, 49.5145
71, 49.3337
71, 49.1443
69, 48.9775
69, 48.7304
68, 48.4612
67, 48.2403
66, 47.979
65, 47.8033
64, 47.4849
62, 47.1745
62, 46.9861
60, 46.6093
60, 46.3481
59, 45.9832
58, 45.638
57, 45.317
56, 44.9867
55, 44.717
54, 44.3743
53, 43.9729
52, 43.6803
51, 43.326
50, 43.0461
49, 42.6979
48, 42.3924
46, 42.1081
45, 41.7771
45, 41.6067
44, 41.2161
43, 40.9885
42, 40.7785
41, 40.4368
40, 40.277
39, 39.9681
37, 39.7733
37, 39.5562
36, 39.3914
35, 39.149
33, 38.9719
33, 38.8308
31, 38.5836
30, 38.3954
30, 38.2514
29, 38.0588
28, 37.949
27, 37.76
26, 37.6021
25, 37.4725
24, 37.22
22, 37.0764
21, 36.883
21, 36.6589
20, 36.4611
18, 36.1902
18, 35.9007
17, 35.68
16, 35.3068
15, 34.7521
14, 34.3359
13, 33.733
12, 32.6931
11, 31.392
9, 29.7209
9, 28.3796
8, 26.2895
7, 23.9692
6, 23.1137
5, 20.5886
4, 17.8388
3, 15.3785
2, 10.199
2, 7.24367
2, 5.67433
2, 5.3161
2, 5.12133
2, 5.19219
1, 4.8649
1, 4.6389
2, 12.8224
3, 16.7309
4, 19.4061
5, 21.3932
6, 24.2741
7, 25.7552
8, 28.0369
9, 29.5492
9, 30.7881
11, 31.7608
12, 32.4187
13, 32.9526
14, 33.4084
15, 33.7064
16, 33.9941
17, 34.1992
17, 34.4161
19, 34.6068
20, 34.751
21, 34.8822
21, 34.9959
23, 35.1453
23, 35.2792
25, 35.3756
26, 35.5331
27, 35.644
27, 35.794
29, 35.8825
30, 36.046
30, 36.2048
31, 36.3264
33, 36.4961
34, 36.617
34, 36.81
36, 37.0024
37, 37.1309
38, 37.3664
39, 37.5031
40, 37.7214
41, 37.9521
42, 38.1357
43, 38.3893
44, 38.597
44, 38.8654
46, 39.1555
46, 39.3725
47, 39.6524
49, 39.8696
49, 40.2158
51, 40.5355
51, 40.7909
53, 41.1098
54, 41.3844
55, 41.7646
55, 42.063
57, 42.3186
57, 42.6656
59, 42.9234
59, 43.2447
61, 43.47
62, 43.8072
63, 44.1144
64, 44.327
65, 44.6245
65, 44.8095
66, 45.0808
67, 45.3411
69, 45.5303
69, 45.7591
71, 45.9152
72, 46.123
72, 46.3494
73, 46.5027
74, 46.678
76, 46.8233
77, 47.0149
77, 47.1703
79, 47.3057
80, 47.4801
81, 47.5965
82, 47.737
82, 47.9068
84, 48.0276
84, 48.1825
85, 48.2714
87, 48.4303
88, 48.5406
88, 48.6811
89, 48.8114
91, 48.9067
91, 49.0447
92, 49.1428
93, 49.2732
95, 49.4177
96, 49.5195
96, 49.673
98, 49.7803
99, 49.9059
99, 50.052
101, 50.1476
101, 50.2838
103, 50.4032
103, 50.5638
104, 50.723
105, 50.8376
106, 50.992
108, 51.1096
108, 51.2903
110, 51.4455
111, 51.5637
112, 51.751
112, 51.8847
114, 52.0572
115, 52.1954
116, 52.4042
116, 52.6188
117, 52.7632
118, 52.9971
120, 53.1593
121, 53.3982
121, 53.6672
123, 53.8641
124, 54.1464
125, 54.3575
126, 54.6234
127, 54.952
128, 55.1734
129, 55.5077
129, 55.7165
130, 56.0798
131, 56.3978
132, 56.6456
133, 56.9064
134, 57.1972
135, 57.555
136, 57.8945
137, 58.122
138, 58.4678
139, 58.6693
140, 58.9588
141, 59.1911
142, 59.4388
143, 59.6984
144, 59.9109
145, 60.1403
146, 60.3174
147, 60.5455
148, 60.7701
150, 60.9283
150, 61.1173
151, 61.2219
153, 61.4782
153, 61.6739
154, 61.802
155, 61.906
156, 62.1017
157, 62.2723
158, 62.3888
159, 62.4255
161, 62.585
161, 62.7525
162, 62.8839
163, 62.9215
164, 62.9606
165, 63.1779
166, 63.3389
167, 63.474
168, 63.5136
169, 63.5477
170, 63.7211
171, 63.8808
172, 63.9929
173, 64.064
174, 64.0883
175, 64.1801
176, 64.3479
177, 64.5411
178, 64.6144
179, 64.6711
180, 64.842
181, 65.0233
182, 65.157
183, 65.2403
184, 65.3216
185, 65.3804
186, 65.5099
187, 65.7024
188, 65.7946
189, 65.987
190, 66.0839
191, 66.2543
192, 66.4028
193, 66.5279
194, 66.67
195, 66.8371
196, 66.9896
197, 67.1551
198, 67.3096
199, 67.4891
200, 67.6361
201, 67.8646
202, 68.0677
203, 68.257
204, 68.4989
205, 68.6833
206, 68.987
207, 69.2342
208, 69.4588
209, 69.7411
210, 69.9907
211, 70.2941
212, 70.5974
213, 70.8548
214, 71.2016
215, 71.4323
216, 71.7727
217, 72.0701
218, 72.352
219, 72.6674
220, 72.9202
221, 73.2376
222, 73.4584
223, 73.7751
224, 74.0408
225, 74.2587
226, 74.5235
227, 74.6945
228, 74.9535
229, 75.175
230, 75.3601
231, 75.5727
232, 75.726
233, 75.9535
234, 76.135
235, 76.286
236, 76.4687
237, 76.5925
238, 76.7748
239, 76.942
240, 77.0829
241, 77.2388
242, 77.3536
243, 77.5158
244, 77.6497
245, 77.7686
246, 77.9138
247, 78.0192
248, 78.1569
249, 78.252
250, 78.4122
251, 78.547
252, 78.6497
253, 78.7895
254, 78.8764
255, 79.0208
256, 79.1533
257, 79.2541
258, 79.3858
259, 79.4837
260, 79.639
261, 79.7736
262, 79.8809
263, 80.0355
264, 80.1343
265, 80.2995
266, 80.4422
267, 80.5768
268, 80.7351
269, 80.845
270, 81.013
271, 81.1893
272, 81.3244
273, 81.5
274, 81.6299
275, 81.8344
276, 81.9522
277, 82.1842
278, 82.3908
279, 82.5699
280, 82.7986
281, 82.9661
282, 83.2325
283, 83.4893
284, 83.6895
285, 83.973
286, 84.1533
287, 84.4857
288, 84.8021
289, 85.0325
290, 85.3629
291, 85.5996
292, 85.958
293, 86.2886
294, 86.5054
295, 86.8814
295, 87.1038
297, 87.4522
298, 87.798
299, 88.0617
298, 87.716
297, 87.428
296, 87.1104
295, 86.8549
294, 86.6987
293, 86.5002
292, 86.3605
291, 86.1751
290, 86.038
289, 85.8552
288, 85.6782
287, 85.5463
286, 85.3818
285, 85.2655
284, 85.1187
283, 84.9704
282, 84.87
281, 84.7384
280, 84.6374
279, 84.5107
278, 84.3931
277, 84.3019
276, 84.1907
275, 84.1078
274, 84.0006
273, 83.8963
272, 83.8198
271, 83.721
270, 83.6462
269, 83.5478
268, 83.45
267, 83.3806
266, 83.2878
265, 83.2239
264, 83.1373
263, 83.0695
262, 82.9892
261, 82.9164
260, 82.8549
259, 82.7753
258, 82.7168
257, 82.6207
256, 82.5285
255, 82.4695
254, 82.3898
253, 82.3275
252, 82.2407
251, 82.1585
250, 82.1013
249, 82.0307
248, 81.9807
247, 81.8992
246, 81.7953
245, 81.715
244, 81.6187
243, 81.5634
242, 81.5149
241, 81.4406
240, 81.3289
239, 81.1902
238, 81.1193
237, 81.0448
236, 80.9603
235, 80.7991
234, 80.662
233, 80.581
232, 80.4399
231, 80.3042
230, 80.1137
229, 79.9571
228, 79.781
227, 79.5486
226, 79.4387
225, 79.2638
224, 79.0346
223, 78.8844
223, 78.6362
221, 78.4427
221, 78.2009
219, 77.8505
218, 77.633
217, 77.4057
216, 77.1504
215, 76.895
214, 76.5654
213, 76.3599
212, 76.053
211, 75.7674
210, 75.5085
209, 75.2369
208, 74.9909
207, 74.6388
206, 74.4277
205, 74.0871
regression coefficients_displacement_force for polynomial of 1 degree:
29.3205	0.205985	
regression coefficients_displacement_force for polynomial of 1 degree:
-130.356	4.66109	
